Green Games et éducation au développement durable. Jouer pour se construire un point de vue;;2012
The energy consumption of Paris and its supply areas from 18th century to present;;2012
Urban shrinkage and socio-spatial disparities: are remedies worse than the disease;;2012
Localising the nitrogen imprint of the Paris food supply : the potential of organic farming and changes in human diet;;2012
Maritime constellations: a complex network approach to shipping and ports;;2012
La carte du sang de l'immobilier chinois, un cas de cyber-activisme;;2012
Définir les centralités commerciales au coeur d'une grande métropole : le cas de Paris intra-muros;;2012
Shrinking Cities : Urban Challenges of Globalization;;2012
Declining Suburbs in Europe and Latin America;;2012
Prendrez-vous du tchaï ou du tè?;;2012
Nature et temporalité des espaces intermédiaires : réflexion à partir d'une approche modélisatrice;;2012
Archéologie et interdisciplinarité : qui ? pourquoi ? comment ? ;;2012
Peuplement et territoire dans la longue durée : retour sur 20 ans d'expérience ;;2012
Jeux pour le développement durable, ce qu'en dit la recherche;;2012
Multi-agents System Modelling for Urban Systems : the Series of SIMPOP models;;2012
Urban systems dynamics, urban growth and scaling laws: the question of ergodicity;;2012
Urban metabolism: major flows, major issues for dematerialisation. Some results from French case studies;;2012
Rendre présent le futur. Les enjeux des représentations planimétriques au 18e siècle;;2012
La récupération des matières stercoraires animales et humaines pour la fertilisation des zones agricoles périphériques;;2012
Material and energy flow analysis and the study of urban resources;;2012
Is national multiculturalism still the issue? Rescaling patterns of belonging in the Mediterranean;;2012
La Seine, fleuve parisien ? Empreintes, emprises et dépendances, XVIIIe-XXe siècles;;2012
Concilier efficacité économique et justice sociale, une aporie ? L'exemple des politiques publiques menées à Paris depuis 2001;;2012
Innovative activities and economic trajectories of cities (USA, France);;2012
Les variables visuelles de la cartographie dynamique : analyse, critique et propositions;;2012
Politique de cohésion et  crise de la solidarité inter-régionale : l'Italie;;2012
Nitrogen and the city, France, 19th-21th century;;2012
<em>Activismes urbains: engagement et militantisme</em>;;2012
<em>La montagne</em>;;2012
<em>L'Europe</em>;;2012
La mondialisation: processus, acteurs et territoires;;2012
L'Italie;;2012
<em>Le voyage, le témoignage, l'amitié : Abraham Ortelius et Georg Hoefnagel en Italie (hiver 1577-1578)</em>;;2012
<em>ESPON DATABASE 2013 - FINAL REPORT</em>;;2012
Towards New Metrics for Urban Road Networks. Some Preliminary Evidence from Agent-Based Simulations;;2012
Cartographie des flux et production d'indices sur l'intensité des échanges;;2012
The socio-spatial dimensions of urban shrinkage;;2012
Developing liner service networks in container shipping;;2012
Uncovering the Real Potential for Air-Rail Substitution - An Exploratory Analysis Energy;;2012
Schématisations de l'espace et formes de l'écriture géographique au tournant des 16e et 17e siècles en Europe;;2012
Mise en oeuvre et diffusion du modèle de l'atlas dans les cultures scientifiques et artistiques modernes en Europe;;2012
Longer l'espace: le paysage et l'expérience de la marche;;2012
Early modern geographical atlases: graphic spaces and cognitive practices;;2012
Urban spatial structure, daily mobility and energy consumption: a study of 34 European cities;;2012
The worldwide maritime network of container shipping: spatial structure and regional dynamics;;2012
Du global au local : les nouveaux gérants des terminaux portuaires algériens;;2012
Inequalities in cervical cancer screening for women with or without a gynaecological follow-up, in Paris, France;;2012
Vers une cartographie sémantique des modèles urbains : des individus aux systèmes de villes;;2012
La métropolisation de la France: entre fragmentation  et hypermobilité.;;2012
Visibilité de populations en position de minorité et hybridations territoriales;;2012
Pratiques et représentations des couches moyennes en banlieue rouge : stratégies résidentielles et ancrage territorial;;2012
Politiques urbaines et contexte local en banlieue rouge : des freins à la gentrification?;;2012
Aéroport : non-lieu ou point d'ancrage du Monde ?;;2012
Révéler les structures urbaines à partir des communications mobiles;;2012
Revealing foreign visitors mobility practices in Paris using mobile phone data;;2012
Network effects in Schelling's model of segregation: new evidence from agent-based simulation ;;2012
Guided and automated exploration for the calibration of an agent based model;;2012
La représentation des suburbs dans les séries télévisées états-uniennes, communication personnelle sur le thème « habiter l'inhabitable »;;2012
<em>La rénovation urbaine, une opportunité de réduire les inégalités socio-spatiales d'être impliqué dans un accidents dans les espaces publics</em> ;;2012
La financiarisation et le barbecue à Los Angeles. Le tournant financier de la production du suburbain;;2012
Des villes vivables ?;;2012
Gated Communities and House Prices: Suburban Change in Southern California, 1980-2008;;2012
Population Density Effect on Mobility Characteristics in France;;2012
Urban spaces of creativity. The spatialization of Contemporary art places and networks in Paris and Berlin;;2012
The Implementation of Rail-Oriented Development in Suburban Areas : from Theory to Practice. The Case of Toulouse's West Railway Corridor;;2012
<em>L'usage de l'espace aéroportuaire par les passagers à Paris Charles-de-Gaulle</em>;;2012
La circulation des savoirs géographiques en Europe à la fin du XVIe siècle : lieux, chemins, objets;;2012
<em>Quelles métropoles en Europe ? Analyse comparée, synthèse</em>;;2012
Un automate cellulaire pour expérimenter les effets de la proximité dans le processus d'étalement urbain : le modèle Raumulus;;2012
Identifying builg environmental patterns using cluster analysis and GIS: Relationships with walking, cycling and body mass index in French adults;;2012
Journée autochtone;;2012
L'écrit des géographes : entre contraintes de réalisme et exigences savantes;;2012
La fabrique d'un livre : réponse et discussion;;2012
Les Quarante Glorieuses de l'Espace Géographique. ;;2012
Quelles métropoles en Europe ? Analyse comparée, synthèse.;;2012
